index,nswprice,nswdemand,vicprice,vicdemand,transfer,target
1293,0.060166,0.406129,0.003467,0.422915,0.414912,1
1294,0.053291,0.483785,0.003739,0.534179,0.09386,1
1295,0.085385,0.516364,0.005852,0.597618,0.292982,1
1296,0.060046,0.273431,0.003467,0.422915,0.414912,1
1297,0.086826,0.505504,0.005931,0.617556,0.324123,1
1298,0.074186,0.539869,0.005021,0.5971,0.414912,1
1299,0.085715,0.580184,0.005661,0.629726,0.502632,1
1300,0.041762,0.3313,0.002719,0.438115,0.648246,1
1301,0.031794,0.4759,0.001998,0.380632,0.825877,1
1302,0.02567,0.212883,0.001724,0.246245,0.641667,0
1303,0.066981,0.423237,0.004503,0.470482,0.39386,0
1304,0.041431,0.151741,0.003467,0.422915,0.414912,0
1305,0.034766,0.176436,0.002235,0.222165,0.774123,0
1306,0.050919,0.188932,0.003351,0.317452,0.613158,0
1307,0.047256,0.277298,0.003467,0.422915,0.414912,0
1308,0.02633,0.323267,0.001394,0.323925,0.814035,0
1309,0.097574,0.628831,0.003467,0.422915,0.414912,1
1310,0.089918,0.504612,0.00586,0.54117,0.527193,1
1311,0.073226,0.427105,0.003467,0.422915,0.414912,1
1312,0.054822,0.336061,0.003556,0.331176,0.664474,0
1313,0.027741,0.18194,0.001784,0.274728,0.8,0
1314,0.074156,0.51324,0.004942,0.56551,0.499123,1
1315,0.07947,0.405534,0.003467,0.422915,0.414912,0
1316,0.109613,0.59521,0.003467,0.422915,0.414912,0
1317,0.079921,0.366706,0.003467,0.422915,0.414912,1
1318,0.076828,0.383368,0.003467,0.422915,0.414912,0
1319,0.027591,0.221958,0.001832,0.232781,0.752632,0
1320,0.074667,0.457453,0.005,0.384516,0.537281,0
1321,0.067071,0.505504,0.004368,0.592698,0.54386,0
1322,0.027951,0.256769,0.001859,0.17478,0.814912,1
1323,0.077999,0.490181,0.003467,0.422915,0.414912,1
1324,0.107091,0.577655,0.007262,0.611859,0.331579,1
1325,0.038489,0.354954,0.002516,0.193941,0.678509,0
1326,0.086376,0.434097,0.005723,0.483946,0.499123,1
1327,0.041732,0.538976,0.003467,0.422915,0.414912,0
1328,0.043503,0.531687,0.003467,0.422915,0.414912,0
1329,0.040591,0.495983,0.003467,0.422915,0.414912,0
1330,0.047886,0.427551,0.003467,0.422915,0.414912,0
1331,0.041191,0.668253,0.002673,0.558519,0.660965,1
1332,0.102168,0.512348,0.003467,0.422915,0.414912,1
1333,0.03882,0.56144,0.002559,0.325997,0.703947,1
1334,0.043893,0.866111,0.002883,0.777317,0.459649,1
1335,0.082473,0.331449,0.003467,0.422915,0.414912,1
1336,0.042722,0.588664,0.003002,0.586484,0.238158,1
1337,0.102258,0.59402,0.003467,0.422915,0.414912,1
1338,0.041882,0.538976,0.003467,0.422915,0.414912,0
1339,0.038669,0.141476,0.002505,0.25246,0.691667,0
1340,0.085925,0.597739,0.005683,0.564992,0.467544,1
1341,0.033175,0.389914,0.002216,0.370792,0.592105,0
1342,0.058575,0.424874,0.003467,0.422915,0.414912,1
1343,0.040561,0.313895,0.002736,0.266701,0.346491,1
1344,0.040261,0.636418,0.002808,0.674262,0.257456,0
1345,0.079711,0.46742,0.005374,0.329881,0.500526,1
1346,0.030863,0.516364,0.002092,0.553599,0.346491,1
1347,0.071094,0.558911,0.004612,0.506214,0.660088,1
1348,0.041131,0.7108,0.002742,0.542206,0.594298,0
1349,0.03963,0.333978,0.002553,0.363801,0.65614,0
1350,0.029182,0.316572,0.000816,0.215691,0.834649,1
1351,0.040651,0.526331,0.002653,0.430347,0.783333,1
1352,0.029212,0.455817,0.001938,0.510357,0.593421,1
1353,0.034826,0.400625,0.002304,0.35681,0.808772,1
1354,0.067641,0.066796,0.003467,0.422915,0.414912,1
1355,0.100667,0.510414,0.006579,0.542724,0.573684,1
1356,0.053321,0.441386,0.003467,0.422915,0.414912,1
1357,0.027921,0.192056,0.001903,0.253755,0.529386,0
1358,0.074997,0.186105,0.003467,0.422915,0.414912,0
1359,0.056833,0.283844,0.003467,0.422915,0.414912,0
1360,0.022037,0.06144,0.001462,0.080269,0.88114,0
1361,0.11829,0.60235,0.003467,0.422915,0.414912,1
1362,0.072655,0.616037,0.004931,0.676334,0.364912,0
1363,0.066951,0.152484,0.003467,0.422915,0.414912,0
1364,0.082473,0.273579,0.003467,0.422915,0.414912,1
1365,0.063618,0.227016,0.003467,0.422915,0.414912,1
1366,0.028702,0.361648,0.000837,0.233817,0.885526,1
1367,0.033025,0.413567,0.002246,0.381668,0.385526,1
1368,0.047496,0.525439,0.003249,0.535733,0.355263,0
1369,0.03963,0.460875,0.002619,0.341533,0.509649,0
1370,0.061277,0.074978,0.003467,0.422915,0.414912,0
1371,0.102078,0.625855,0.003467,0.422915,0.414912,1
1372,0.038549,0.396757,0.00269,0.363542,0.325,0
1373,0.044974,0.398245,0.003002,0.283014,0.687281,1
1374,0.089498,0.583457,0.003467,0.422915,0.414912,1
1375,0.040351,0.117525,0.003467,0.422915,0.414912,0
1376,0.042452,0.429188,0.002808,0.368203,0.622807,0
1377,0.027501,0.290985,0.000841,0.310979,0.755263,0
1378,0.058394,0.289943,0.003467,0.422915,0.414912,0
1379,0.036568,0.620202,0.002486,0.676592,0.449123,0
1380,0.044314,0.379946,0.002862,0.242361,0.759649,0
1381,0.06542,0.291877,0.003467,0.422915,0.414912,1
1382,0.087907,0.480214,0.003467,0.422915,0.414912,1
1383,0.058394,0.219429,0.003467,0.422915,0.414912,0
1384,0.084514,0.548349,0.004666,0.419731,0.681579,1
1385,0.03933,0.286373,0.001577,0.357069,0.662719,0
1386,0.029242,0.250967,0.001984,0.237183,0.582895,0
1387,0.032695,0.524546,0.002189,0.45391,0.660526,1
1388,0.041732,0.560994,0.003467,0.422915,0.414912,0
1389,0.057644,0.323416,0.003467,0.422915,0.414912,1
1390,0.045635,0.434841,0.003205,0.444847,0.188596,1
1391,0.038729,0.296192,0.002484,0.259192,0.759211,0
1392,0.040261,0.596102,0.002715,0.524599,0.564035,0
1393,0.053471,0.472776,0.003614,0.404972,0.530263,0
1394,0.033566,0.559952,0.002204,0.418695,0.670175,1
1395,0.043233,0.153972,0.002786,0.219575,0.781579,0
1396,0.071394,0.098929,0.003467,0.422915,0.414912,1
1397,0.047076,0.480661,0.003467,0.422915,0.414912,0
1398,0.051609,0.470098,0.003467,0.422915,0.414912,0
1399,0.093431,0.423683,0.006192,0.493009,0.555702,0
1400,0.088117,0.468908,0.005964,0.652512,0.422368,1
1401,0.05293,0.344094,0.003421,0.455205,0.767982,0
1402,0.028101,0.477388,0.001973,0.591403,0.330702,0
1403,0.029242,0.534216,0.001986,0.541429,0.359649,0
1404,0.083854,0.702172,0.005758,0.739254,0.403509,1
1405,0.075838,0.422791,0.005214,0.423615,0.432456,1
1406,0.042422,0.711693,0.002856,0.770844,0.432018,1
1407,0.076888,0.534662,0.005085,0.540653,0.582456,1
1408,0.076738,0.141029,0.003467,0.422915,0.414912,1
1409,0.024018,0.25424,0.001595,0.314604,0.789912,0
1410,0.046085,0.380988,0.003467,0.422915,0.414912,0
1411,0.030533,0.616632,0.002011,0.547385,0.562281,0
1412,0.09145,0.584499,0.006047,0.641895,0.355702,1
1413,0.09196,0.416543,0.006176,0.453133,0.595175,1
1414,0.045244,0.514579,0.003467,0.422915,0.414912,0
1415,0.091089,0.579143,0.005557,0.399534,0.760526,1
1416,0.084454,0.499702,0.00564,0.477732,0.482456,1
1417,0.062327,0.053704,0.003467,0.422915,0.414912,0
1418,0.035127,0.440196,0.002075,0.270844,0.917105,1
1419,0.156929,0.442874,0.010268,0.592957,0.47807,1
1420,0.041281,0.2108,0.003467,0.422915,0.414912,0
1421,0.043263,0.568432,0.002769,0.556447,0.575877,0
1422,0.047166,0.534662,0.003467,0.422915,0.414912,0
1423,0.028041,0.239661,0.001843,0.371051,0.600439,0
1424,0.028942,0.10726,0.001867,0.18203,0.757456,0
1425,0.037048,0.392443,0.002534,0.447954,0.239035,1
1426,0.047496,0.414609,0.003467,0.422915,0.414912,0
1427,0.030143,0.418328,0.002081,0.338685,0.432456,0
1428,0.060586,0.468759,0.003467,0.422915,0.414912,0
1429,0.031044,0.180006,0.002015,0.214397,0.702193,0
1430,0.028942,0.569027,0.001865,0.591144,0.598246,0
1431,0.067431,0.47947,0.004452,0.420508,0.625439,1
1432,0.027171,0.261232,0.001597,0.090368,0.892544,1
1433,0.038729,0.247099,0.002511,0.336354,0.682456,0
1434,0.043653,0.565903,0.002981,0.397462,0.610088,1
1435,0.030233,0.296043,0.001843,0.342051,0.568421,1
1436,0.054251,0.404195,0.003467,0.422915,0.414912,0
1437,0.080491,0.517852,0.003467,0.422915,0.414912,1
1438,0.047346,0.529604,0.003182,0.483946,0.352632,1
1439,0.033746,0.122731,0.002266,0.272398,0.633772,0
1440,0.028942,0.630616,0.002268,0.666753,0.207895,0
1441,0.044043,0.511901,0.003081,0.576126,0.249123,0
1442,0.111745,0.508033,0.003467,0.422915,0.414912,1
1443,0.041642,0.392443,0.003467,0.422915,0.414912,0
1444,0.024859,0.126897,0.001647,0.129467,0.844298,0
1445,0.061817,0.237429,0.003467,0.422915,0.414912,0
1446,0.113726,0.56382,0.00775,0.567323,0.303947,1
1447,0.055242,0.101309,0.003467,0.422915,0.414912,0
1448,0.047076,0.252603,0.003467,0.422915,0.414912,0
1449,0.033505,0.498512,0.002285,0.607975,0.500877,0
1450,0.03933,0.508926,0.002734,0.508286,0.409649,0
1451,0.053711,0.455668,0.003467,0.422915,0.414912,0
1452,0.095893,0.48557,0.006288,0.535733,0.530263,1
1453,0.106311,0.753645,0.007879,0.737701,0.292982,0
1454,0.077489,0.123921,0.003467,0.422915,0.414912,1
1455,0.040951,0.188783,0.002763,0.323666,0.480702,0
1456,0.032725,0.534365,0.002264,0.486018,0.348684,0
1457,0.048337,0.282803,0.003467,0.422915,0.414912,0
1458,0.076438,0.260339,0.003467,0.422915,0.414912,0
1459,0.073406,0.764207,0.00516,0.718281,0.337719,0
1460,0.045815,0.482148,0.003197,0.588555,0.179825,0
1461,0.049177,0.367599,0.002474,0.384516,0.717544,1
1462,0.077069,0.20723,0.003467,0.422915,0.414912,0
1463,0.056023,0.299613,0.003467,0.422915,0.414912,1
1464,0.093521,0.546564,0.006302,0.539617,0.380263,1
1465,0.067101,0.457899,0.00447,0.490678,0.542982,1
1466,0.040351,0.135674,0.003467,0.422915,0.414912,0
1467,0.060376,0.446296,0.003467,0.422915,0.414912,0
1468,0.043173,0.394377,0.0029,0.383998,0.460526,0
1469,0.037408,0.645344,0.002495,0.57276,0.524561,0
1470,0.074817,0.518447,0.003467,0.422915,0.414912,0
1471,0.03888,0.43499,0.002611,0.39565,0.444737,0
1472,0.034406,0.634633,0.002337,0.432418,0.598246,0
1473,0.043773,0.455519,0.003002,0.535215,0.274561,0
1474,0.068212,0.343201,0.003467,0.422915,0.414912,1
1475,0.07872,0.501785,0.005187,0.444847,0.633772,1
1476,0.082263,0.194882,0.003467,0.422915,0.414912,1
1477,0.067371,0.34945,0.003467,0.422915,0.414912,1
1478,0.038699,0.658137,0.002619,0.633092,0.500439,1
1479,0.051609,0.517108,0.003569,0.483687,0.275,1
1480,0.032275,0.47828,0.002196,0.440186,0.575,1
1481,0.109493,0.718239,0.003467,0.422915,0.414912,1
1482,0.047076,0.426361,0.003467,0.422915,0.414912,0
1483,0.055482,0.539572,0.003635,0.603573,0.435088,0
1484,0.044434,0.498661,0.003051,0.563439,0.376316,0
1485,0.095893,0.592681,0.003467,0.422915,0.414912,1
1486,0.056743,0.49524,0.00388,0.515795,0.563158,1
1487,0.041852,0.74219,0.002779,0.704039,0.390789,1
1488,0.042272,0.497322,0.002896,0.539099,0.304386,1
1489,0.027861,0.223743,0.000904,0.257639,0.765789,0
1490,0.056923,0.258405,0.003467,0.422915,0.414912,0
1491,0.076708,0.410146,0.003467,0.422915,0.414912,0
1492,0.027771,0.426361,0.001377,0.447437,0.652632,0
1493,0.034676,0.676138,0.002287,0.731486,0.412281,1
1494,0.043263,0.46028,0.002759,0.360435,0.846053,1
1495,0.080611,0.314043,0.003467,0.422915,0.414912,1
1496,0.091119,0.621244,0.00618,0.659503,0.385965,1
1497,0.090849,0.454627,0.006288,0.356551,0.28114,1
1498,0.041522,0.452841,0.002792,0.403677,0.521053,1
1499,0.037979,0.456709,0.002646,0.406525,0.256579,1
1500,0.028612,0.287414,0.000841,0.218799,0.858333,0
1501,0.022907,0.087623,0.001537,0.100466,0.689474,0
1502,0.083103,0.48438,0.005677,0.570948,0.238158,1
1503,0.10565,0.440494,0.003467,0.422915,0.414912,1
1504,0.031554,0.40241,0.002032,0.451579,0.749123,0
1505,0.074697,0.475305,0.00506,0.601761,0.399123,1
1506,0.041732,0.698899,0.003467,0.422915,0.414912,0
1507,0.087877,0.508926,0.004626,0.398239,0.738596,1
1508,0.036208,0.568432,0.002484,0.603832,0.445614,1
1509,0.029542,0.332342,0.001934,0.208182,0.616667,0
1510,0.040861,0.070366,0.003467,0.422915,0.414912,0
1511,0.123964,0.484231,0.008585,0.619627,0.282018,1
1512,0.07932,0.336805,0.003467,0.422915,0.414912,0
1513,0.048487,0.500149,0.003342,0.555671,0.373246,0
1514,0.024559,0.505058,0.000818,0.255826,0.857018,0
1515,0.073646,0.418625,0.004684,0.445106,0.713158,1
1516,0.057914,0.348706,0.003467,0.422915,0.414912,0
1517,0.042422,0.389021,0.003467,0.422915,0.414912,0
1518,0.03963,0.332639,0.002597,0.401864,0.489474,1
1519,0.029422,0.499851,0.002052,0.552563,0.335526,0
1520,0.027981,0.289051,0.001861,0.299327,0.813596,0
1521,0.036778,0.32044,0.002455,0.215173,0.395614,1
1522,0.038549,0.550283,0.002732,0.507509,0.199123,0
1523,0.029152,0.429188,0.001822,0.387105,0.67807,0
1524,0.044314,0.2892,0.003467,0.422915,0.414912,0
1525,0.035937,0.43856,0.002077,0.294407,0.817105,1
1526,0.033656,0.384261,0.002246,0.383221,0.467105,0
1527,0.080011,0.522166,0.003467,0.422915,0.414912,1
1528,0.021526,0.141327,0.000835,0.184878,0.799561,0
1529,0.029032,0.370277,0.001955,0.275764,0.557895,0
1530,0.040531,0.403303,0.002734,0.311756,0.416228,1
1531,0.044404,0.342755,0.002931,0.336095,0.632456,0
1532,0.028612,0.401815,0.001915,0.321595,0.550439,0
1533,0.044644,0.36507,0.003006,0.377784,0.489912,1
1534,0.028011,0.250521,0.001882,0.269291,0.712719,0
1535,0.090669,0.689676,0.006009,0.613413,0.510088,0
1536,0.067221,0.297233,0.003467,0.422915,0.414912,0
1537,0.032995,0.512943,0.00225,0.578457,0.470175,1
1538,0.058394,0.200833,0.003467,0.422915,0.414912,0
1539,0.054581,0.479024,0.003467,0.422915,0.414912,1
1540,0.06605,0.538233,0.004518,0.373641,0.425,1
1541,0.027441,0.26986,0.00183,0.167012,0.797807,1
1542,0.103309,0.402708,0.003467,0.422915,0.414912,1
1543,0.023928,0.365516,0.001531,0.383998,0.762719,0
1544,0.089768,0.518001,0.005852,0.556965,0.544298,1
1545,0.028942,0.610086,0.002044,0.626877,0.251316,0
1546,0.085565,0.627343,0.005706,0.557483,0.483333,1
1547,0.030353,0.454032,0.002069,0.445624,0.33114,0
1548,0.030623,0.271645,0.001843,0.302693,0.838158,0
1549,0.035247,0.318209,0.001948,0.359917,0.673246,0
1550,0.086436,0.457156,0.005719,0.336095,0.517105,1
1551,0.038549,0.597144,0.002667,0.530813,0.296053,1
1552,0.042722,0.586135,0.002842,0.401346,0.60307,0
1553,0.033325,0.557721,0.002239,0.573796,0.546491,0
1554,0.050528,0.188932,0.003351,0.336872,0.577193,0
1555,0.033025,0.520232,0.00171,0.334542,0.836404,0
1556,0.041732,0.406724,0.003467,0.422915,0.414912,0
1557,0.031944,0.20366,0.002032,0.324184,0.813596,0
1558,0.074517,0.414906,0.003467,0.422915,0.414912,0
1559,0.061307,0.304671,0.003467,0.422915,0.414912,1
1560,0.05221,0.421601,0.003467,0.422915,0.414912,0
1561,0.089138,0.460726,0.005985,0.429052,0.363158,1
1562,0.027861,0.139393,0.001822,0.227602,0.738596,0
1563,0.024288,0.13374,0.001641,0.174262,0.575439,0
1564,0.111084,0.509223,0.003467,0.422915,0.414912,1
1565,0.101387,0.474859,0.006923,0.56318,0.419737,1
1566,0.07914,0.60726,0.003467,0.422915,0.414912,0
1567,0.071214,0.169741,0.003467,0.422915,0.414912,1
1568,0.044494,0.151145,0.003467,0.422915,0.414912,0
1569,0.040801,0.678221,0.00269,0.545831,0.654825,0
1570,0.084574,0.574085,0.005621,0.437079,0.63114,0
1571,0.029693,0.243529,0.001978,0.270326,0.864912,0
1572,0.082263,0.489438,0.003467,0.422915,0.414912,1
1573,0.029723,0.336507,0.002034,0.144226,0.636404,0
1574,0.074787,0.155608,0.003467,0.422915,0.414912,0
1575,0.041642,0.537191,0.003467,0.422915,0.414912,0
1576,0.081122,0.123178,0.003467,0.422915,0.414912,0
1577,0.06611,0.473073,0.003467,0.422915,0.414912,1
1578,0.21031,0.594615,0.003467,0.422915,0.414912,1
1579,0.063618,0.512794,0.003934,0.324443,0.739474,1
1580,0.089888,0.588664,0.003467,0.422915,0.414912,1
1581,0.087907,0.535704,0.003467,0.422915,0.414912,1
1582,0.038459,0.637459,0.002694,0.594252,0.169737,0
1583,0.028372,0.373401,0.001928,0.255567,0.597807,0
1584,0.029092,0.285332,0.000827,0.196271,0.640789,1
1585,0.032755,0.372806,0.002011,0.375971,0.769298,0
1586,0.090609,0.58435,0.005941,0.526929,0.500526,1
1587,0.064639,0.696221,0.004796,0.693164,0.192105,1
1588,0.124174,0.586284,0.008336,0.506732,0.563596,1
1589,0.125706,0.476793,0.003467,0.422915,0.414912,1
1590,0.035217,0.631806,0.002374,0.458571,0.659211,0
1591,0.088567,0.548051,0.003467,0.422915,0.414912,0
1592,0.071815,0.487652,0.003467,0.422915,0.414912,1
1593,0.119971,0.444362,0.003467,0.422915,0.414912,1
1594,0.030413,0.351532,0.002002,0.349301,0.620614,0
1595,0.044254,0.622285,0.002989,0.402382,0.725439,1
1596,0.035937,0.521868,0.002432,0.307872,0.608333,1
1597,0.101747,0.551919,0.006788,0.349301,0.686842,1
1598,0.096223,0.63136,0.005715,0.457535,0.757456,1
1599,0.051099,0.36507,0.003326,0.366908,0.635088,0
1600,0.054131,0.335019,0.003467,0.422915,0.414912,0
1601,0.047736,0.39274,0.002997,0.303988,0.904825,1
1602,0.058544,0.521273,0.003467,0.422915,0.414912,1
1603,0.043293,0.428444,0.002858,0.241326,0.637281,1
1604,0.06644,0.417882,0.003467,0.422915,0.414912,0
1605,0.146752,0.580928,0.009881,0.522009,0.493421,1
1606,0.034826,0.318209,0.002329,0.338685,0.755263,0
1607,0.088177,0.653079,0.003467,0.422915,0.414912,1
1608,0.034466,0.354359,0.002349,0.301916,0.688596,0
1609,0.095082,0.770158,0.006606,0.72579,0.288596,1
1610,0.073856,0.246504,0.003467,0.422915,0.414912,1
1611,0.043653,0.470991,0.002985,0.502848,0.530702,0
1612,0.027891,0.126748,0.001824,0.201968,0.738596,0
1613,0.103339,0.589259,0.003467,0.422915,0.414912,1
1614,0.085235,0.285481,0.003467,0.422915,0.414912,1
1615,0.027411,0.130318,0.001789,0.224236,0.661842,0
1616,0.02576,0.092383,0.001656,0.190316,0.760526,0
1617,0.07959,0.446742,0.003467,0.422915,0.414912,1
1618,0.028582,0.517257,0.002021,0.602538,0.326316,0
1619,0.02618,0.254389,0.001718,0.195236,0.890351,1
1620,0.075688,0.444213,0.003467,0.422915,0.414912,1
1621,0.085655,0.433799,0.003467,0.422915,0.414912,1
1622,0.048487,0.231032,0.003467,0.422915,0.414912,0
1623,0.05314,0.480958,0.00356,0.353703,0.525,0
1624,0.030833,0.498066,0.002009,0.393837,0.563596,1
1625,0.063468,0.050729,0.003467,0.422915,0.414912,0
1626,0.028522,0.483338,0.001828,0.466857,0.611404,1
1627,0.055242,0.08792,0.003467,0.422915,0.414912,0
1628,0.054041,0.518001,0.003467,0.422915,0.414912,1
1629,0.149634,0.459982,0.003467,0.422915,0.414912,1
1630,0.10505,0.845879,0.007092,0.758156,0.472807,1
1631,0.074457,0.504165,0.003467,0.422915,0.414912,1
1632,0.034616,0.510414,0.002383,0.437856,0.282895,0
1633,0.076408,0.627789,0.00505,0.613154,0.525439,1
1634,0.041642,0.620797,0.003467,0.422915,0.414912,0
1635,0.037739,0.267182,0.000976,0.267219,0.794298,0
1636,0.108082,0.665278,0.003467,0.422915,0.414912,1
1637,0.059565,0.44704,0.004038,0.447695,0.314912,0
1638,0.034466,0.370574,0.002142,0.235111,0.747807,0
1639,0.042572,0.594168,0.003467,0.422915,0.414912,0
1640,0.081812,0.438411,0.003467,0.422915,0.414912,0
1641,0.034556,0.605475,0.002216,0.56551,0.667982,1
1642,0.209109,0.47114,0.003467,0.422915,0.414912,1
1643,0.069713,0.466379,0.003467,0.422915,0.414912,0
1644,0.028402,0.500744,0.001905,0.533143,0.49386,1
1645,0.075267,0.590896,0.003467,0.422915,0.414912,1
1646,0.029452,0.557572,0.001888,0.624547,0.491667,1
1647,0.048787,0.507289,0.003467,0.422915,0.414912,1
1648,0.106311,0.658286,0.003467,0.422915,0.414912,1
1649,0.027381,0.175989,0.000841,0.300621,0.797807,1
1650,0.036808,0.264207,0.000908,0.133351,0.765789,0
1651,0.044073,0.371764,0.002854,0.345158,0.740351,0
1652,0.044104,0.580482,0.002962,0.458053,0.543421,0
1653,0.035877,0.203362,0.002376,0.215691,0.685526,0
1654,0.051069,0.418477,0.003442,0.33014,0.394298,1
1655,0.030323,0.348706,0.002029,0.261523,0.719298,0
1656,0.031104,0.249926,0.002113,0.204039,0.438158,0
1657,0.029542,0.455519,0.001674,0.330399,0.919737,0
1658,0.041642,0.184171,0.003467,0.422915,0.414912,0
1659,0.033596,0.665873,0.002258,0.598912,0.410526,1
1660,0.028942,0.563672,0.00193,0.58985,0.407018,0
1661,0.033776,0.583904,0.002243,0.498446,0.660088,0
1662,0.058034,0.372954,0.003467,0.422915,0.414912,0
1663,0.089018,0.550431,0.003467,0.422915,0.414912,1
1664,0.061637,0.547902,0.004339,0.429311,0.287719,1
1665,0.069443,0.259149,0.003467,0.422915,0.414912,0
1666,0.03891,0.131508,0.002553,0.233558,0.653509,0
1667,0.036568,0.427105,0.002327,0.348783,0.842544,1
1668,0.053831,0.166617,0.003467,0.422915,0.414912,0
1669,0.029512,0.313151,0.000974,0.231745,0.885526,1
1670,0.040411,0.326093,0.002644,0.316675,0.671053,0
1671,0.029633,0.30482,0.001867,0.406007,0.67807,0
1672,0.056443,0.380095,0.003467,0.422915,0.414912,0
1673,0.027291,0.105921,0.001801,0.174003,0.597368,0
1674,0.044584,0.392889,0.002925,0.389694,0.657895,0
1675,0.062387,0.485719,0.003467,0.422915,0.414912,0
1676,0.067581,0.305713,0.003467,0.422915,0.414912,1
1677,0.047526,0.328176,0.003467,0.422915,0.414912,1
1678,0.066831,0.615591,0.004358,0.635163,0.59693,0
1679,0.042572,0.357185,0.002759,0.262558,0.735526,1
1680,0.076798,0.624368,0.005179,0.650181,0.365789,0
1681,0.049478,0.172716,0.003284,0.277576,0.636404,0
1682,0.088567,0.775811,0.003467,0.422915,0.414912,1
1683,0.09217,0.479173,0.003467,0.422915,0.414912,1
1684,0.084064,0.573788,0.005708,0.51942,0.418421,1
1685,0.061367,0.65784,0.00409,0.432677,0.722807,1
1686,0.045124,0.482297,0.003835,0.555671,0.390351,0
1687,0.030473,0.189229,0.001066,0.261781,0.816228,0
1688,0.104149,0.498959,0.006946,0.346194,0.500526,1
1689,0.072775,0.518298,0.003467,0.422915,0.414912,1
1690,0.029272,0.318953,0.002005,0.24262,0.475,0
1691,0.162093,0.558465,0.003467,0.422915,0.414912,1
1692,0.022367,0.23609,0.001487,0.287934,0.748246,0
1693,0.055002,0.49762,0.00382,0.388141,0.445614,1
1694,0.03933,0.231032,0.003467,0.422915,0.414912,0
1695,0.030623,0.41565,0.002094,0.377525,0.404386,1
1696,0.046836,0.182832,0.003467,0.422915,0.414912,0
1697,0.028071,0.200238,0.001863,0.33739,0.517982,0
1698,0.085055,0.548795,0.005825,0.570689,0.289035,1
1699,0.036177,0.61812,0.003099,0.491455,0.214035,0
1700,0.047916,0.51562,0.003245,0.396427,0.527193,0
1701,0.033025,0.355103,0.002221,0.32522,0.720175,0
1702,0.031014,0.535406,0.002129,0.479285,0.46886,0
1703,0.028642,0.415948,0.001668,0.280425,0.814474,1
1704,0.055242,0.148021,0.003467,0.422915,0.414912,0
1705,0.045425,0.622583,0.003151,0.476696,0.417544,0
1706,0.035397,0.550431,0.002358,0.346194,0.687281,0
1707,0.071905,0.285927,0.004942,0.420766,0.338596,1
1708,0.043983,0.453883,0.00291,0.333506,0.592105,0
1709,0.03888,0.494049,0.002601,0.184619,0.655702,1
1710,0.038609,0.149658,0.002424,0.169083,0.853509,0
1711,0.077819,0.325945,0.003467,0.422915,0.414912,1
1712,0.024829,0.10235,0.001626,0.147851,0.68114,0
1713,0.080731,0.344094,0.005355,0.407302,0.505263,1
1714,0.028312,0.375632,0.001905,0.310461,0.49386,0
1715,0.073166,0.332342,0.005033,0.33739,0.374123,0
1716,0.042272,0.175394,0.002769,0.240808,0.666667,0
1717,0.1058,0.388575,0.003467,0.422915,0.414912,1
1718,0.028522,0.530199,0.001816,0.464008,0.778947,0
1719,0.082773,0.701874,0.005403,0.691611,0.60307,1
1720,0.041281,0.335912,0.002757,0.263594,0.600439,1
1721,0.10514,0.520232,0.003467,0.422915,0.414912,1
1722,0.048037,0.333978,0.003467,0.422915,0.414912,0
1723,0.042062,0.717941,0.003467,0.422915,0.414912,0
1724,0.046926,0.386492,0.003191,0.31305,0.471491,0
1725,0.057884,0.372211,0.003467,0.422915,0.414912,0
1726,0.045755,0.404344,0.003467,0.422915,0.414912,0
1727,0.044284,0.471437,0.002958,0.338685,0.549123,0
1728,0.09247,0.541952,0.003467,0.422915,0.414912,1
1729,0.033025,0.349003,0.001554,0.264889,0.829386,0
1730,0.045455,0.195924,0.003467,0.422915,0.414912,0
1731,0.122703,0.510265,0.003467,0.422915,0.414912,1
1732,0.066951,0.268521,0.003467,0.422915,0.414912,0
1733,0.02648,0.306605,0.001786,0.270585,0.613596,0
1734,0.029272,0.576168,0.00189,0.599689,0.570614,0
1735,0.071845,0.692205,0.004958,0.673485,0.350877,1
1736,0.057974,0.467569,0.003467,0.422915,0.414912,0
1737,0.037979,0.580333,0.002671,0.52175,0.3,0
1738,0.034736,0.549985,0.002383,0.483428,0.408333,1
1739,0.062387,0.497025,0.004236,0.555671,0.335965,1
1740,0.086346,0.69042,0.005866,0.589332,0.374123,1
1741,0.028972,0.561886,0.002015,0.561108,0.366667,0
1742,0.028732,0.333978,0.00188,0.215432,0.694737,0
1743,0.117329,0.634186,0.003467,0.422915,0.414912,1
1744,0.106701,0.618417,0.003467,0.422915,0.414912,1
1745,0.060826,0.456709,0.003992,0.315898,0.599123,0
1746,0.046746,0.434097,0.003467,0.422915,0.414912,0
1747,0.049868,0.336656,0.003467,0.422915,0.414912,0
1748,0.027951,0.587176,0.001861,0.533661,0.426754,0
1749,0.047736,0.686254,0.003166,0.751683,0.290789,1
1750,0.029452,0.229247,0.002029,0.185655,0.282018,0
1751,0.058034,0.382029,0.003467,0.422915,0.414912,0
1752,0.027321,0.512794,0.001813,0.535733,0.522807,0
1753,0.029422,0.518744,0.001994,0.538322,0.486404,0
1754,0.140627,0.599375,0.009439,0.540135,0.522807,1
1755,0.046956,0.499405,0.003193,0.546349,0.316667,0
1756,0.040261,0.629872,0.002862,0.640601,0.157018,0
1757,0.058244,0.260785,0.003467,0.422915,0.414912,0
